chemin, class, classes_LOC, classe_CLOL, classe_DC, WMC, classe_BC
src\test\java\org\jfree\chart\plot\dial\DialCapTest.java, DialCapTest, 144, 55, 0.3819444444444444, 5.0, 0.07638888888888888
src\test\java\org\jfree\chart\plot\dial\DialPlotTest.java, DialPlotTest, 248, 74, 0.29838709677419356, 11.0, 0.027126099706744868
src\test\java\org\jfree\chart\plot\dial\DialPointerTest.java, DialPointerTest, 148, 58, 0.3918918918918919, 8.0, 0.048986486486486486
src\test\java\org\jfree\chart\plot\dial\DialTextAnnotationTest.java, DialTextAnnotationTest, 133, 55, 0.41353383458646614, 5.0, 0.08270676691729323
src\test\java\org\jfree\chart\plot\dial\DialValueIndicatorTest.java, DialValueIndicatorTest, 176, 62, 0.3522727272727273, 5.0, 0.07045454545454546
src\test\java\org\jfree\chart\plot\dial\MyDialLayerChangeListener.java, MyDialLayerChangeListener, 58, 45, 0.7758620689655172, 3.0, 0.25862068965517243
src\test\java\org\jfree\chart\plot\dial\StandardDialFrameTest.java, StandardDialFrameTest, 123, 51, 0.4146341463414634, 5.0, 0.08292682926829267
src\test\java\org\jfree\chart\plot\dial\StandardDialRangeTest.java, StandardDialRangeTest, 115, 50, 0.43478260869565216, 5.0, 0.08695652173913043
src\test\java\org\jfree\chart\plot\dial\StandardDialScaleTest.java, StandardDialScaleTest, 231, 71, 0.30735930735930733, 7.0, 0.043908472479901046
src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java, FlowPlotTest, 242, 57, 0.23553719008264462, 16.0, 0.014721074380165289
src\test\java\org\jfree\chart\plot\pie\MultiplePiePlotTest.java, MultiplePiePlotTest, 173, 61, 0.35260115606936415, 7.0, 0.05037159372419488
src\test\java\org\jfree\chart\plot\pie\PieLabelRecordTest.java, PieLabelRecordTest, 105, 42, 0.4, 4.0, 0.1
src\test\java\org\jfree\chart\plot\pie\PiePlotTest.java, PiePlotTest, 597, 125, 0.20938023450586266, 18.0, 0.011632235250325702
src\test\java\org\jfree\chart\renderer\AbstractRendererTest.java, AbstractRendererTest, 690, 138, 0.2, 17.0, 0.011764705882352941
src\test\java\org\jfree\chart\renderer\AreaRendererEndTypeTest.java, AreaRendererEndTypeTest, 65, 39, 0.6, 3.0, 0.19999999999999998
src\test\java\org\jfree\chart\renderer\DefaultPolarItemRendererTest.java, DefaultPolarItemRendererTest, 94, 45, 0.4787234042553192, 5.0, 0.09574468085106383
src\test\java\org\jfree\chart\renderer\GrayPaintScaleTest.java, GrayPaintScaleTest, 119, 50, 0.42016806722689076, 6.0, 0.0700280112044818
src\test\java\org\jfree\chart\renderer\LookupPaintScaleTest.java, LookupPaintScaleTest, 166, 53, 0.3192771084337349, 7.0, 0.045611015490533556
src\test\java\org\jfree\chart\renderer\OutlierTest.java, OutlierTest, 98, 49, 0.5, 5.0, 0.1
src\test\java\org\jfree\chart\renderer\RendererChangeDetector.java, RendererChangeDetector, 83, 62, 0.7469879518072289, 5.0, 0.1493975903614458
src\test\java\org\jfree\chart\renderer\RendererUtilsTest.java, RendererUtilsTest, 341, 103, 0.3020527859237537, 8.0, 0.03775659824046921
src\test\java\org\jfree\chart\renderer\category\AbstractCategoryItemRendererTest.java, AbstractCategoryItemRendererTest, 295, 81, 0.2745762711864407, 12.0, 0.02288135593220339
src\test\java\org\jfree\chart\renderer\category\AreaRendererTest.java, AreaRendererTest, 138, 53, 0.38405797101449274, 7.0, 0.05486542443064182
src\test\java\org\jfree\chart\renderer\category\BarRendererTest.java, BarRendererTest, 264, 91, 0.3446969696969697, 10.0, 0.03446969696969697
src\test\java\org\jfree\chart\renderer\category\BoxAndWhiskerRendererTest.java, BoxAndWhiskerRendererTest, 494, 193, 0.39068825910931176, 19.0, 0.020562539953121673
src\test\java\org\jfree\chart\renderer\category\CategoryStepRendererTest.java, CategoryStepRendererTest, 119, 52, 0.4369747899159664, 6.0, 0.07282913165266107
src\test\java\org\jfree\chart\renderer\category\DefaultCategoryItemRendererTest.java, DefaultCategoryItemRendererTest, 97, 48, 0.4948453608247423, 6.0, 0.08247422680412371
src\test\java\org\jfree\chart\renderer\category\GanttRendererTest.java, GanttRendererTest, 120, 48, 0.4, 6.0, 0.06666666666666667
src\test\java\org\jfree\chart\renderer\category\GradientBarPainterTest.java, GradientBarPainterTest, 97, 46, 0.4742268041237113, 5.0, 0.09484536082474226
src\test\java\org\jfree\chart\renderer\category\GroupedStackedBarRendererTest.java, GroupedStackedBarRendererTest, 158, 65, 0.41139240506329117, 7.0, 0.05877034358047017
src\test\java\org\jfree\chart\renderer\category\IntervalBarRendererTest.java, IntervalBarRendererTest, 154, 68, 0.44155844155844154, 8.0, 0.05519480519480519
src\test\java\org\jfree\chart\renderer\category\LayeredBarRendererTest.java, LayeredBarRendererTest, 136, 56, 0.4117647058823529, 7.0, 0.058823529411764705
src\test\java\org\jfree\chart\renderer\category\LevelRendererTest.java, LevelRendererTest, 181, 77, 0.425414364640884, 9.0, 0.047268262737876
src\test\java\org\jfree\chart\renderer\category\LineAndShapeRendererTest.java, LineAndShapeRendererTest, 250, 68, 0.272, 21.0, 0.012952380952380953
src\test\java\org\jfree\chart\renderer\category\MinMaxCategoryRendererTest.java, MinMaxCategoryRendererTest, 142, 55, 0.3873239436619718, 7.0, 0.055331991951710256
src\test\java\org\jfree\chart\renderer\category\ScatterRendererTest.java, ScatterRendererTest, 183, 63, 0.3442622950819672, 12.0, 0.028688524590163935
src\test\java\org\jfree\chart\renderer\category\StackedAreaRendererTest.java, StackedAreaRendererTest, 124, 52, 0.41935483870967744, 7.0, 0.05990783410138249
src\test\java\org\jfree\chart\renderer\category\StackedBarRendererTest.java, StackedBarRendererTest, 125, 52, 0.416, 7.0, 0.05942857142857143
src\test\java\org\jfree\chart\renderer\category\StandardBarPainterTest.java, StandardBarPainterTest, 87, 46, 0.5287356321839081, 5.0, 0.10574712643678161
src\test\java\org\jfree\chart\renderer\category\StatisticalBarRendererTest.java, StatisticalBarRendererTest, 258, 124, 0.4806201550387597, 12.0, 0.04005167958656331
src\test\java\org\jfree\chart\renderer\category\StatisticalLineAndShapeRendererTest.java, StatisticalLineAndShapeRendererTest, 176, 71, 0.4034090909090909, 9.0, 0.04482323232323232
src\test\java\org\jfree\chart\renderer\category\WaterfallBarRendererTest.java, WaterfallBarRendererTest, 172, 95, 0.5523255813953488, 7.0, 0.07890365448504984
src\test\java\org\jfree\chart\renderer\xy\AbstractXYItemRendererTest.java, AbstractXYItemRendererTest, 159, 59, 0.3710691823899371, 7.0, 0.05300988319856244
src\test\java\org\jfree\chart\renderer\xy\CandlestickRendererTest.java, CandlestickRendererTest, 195, 65, 0.3333333333333333, 8.0, 0.041666666666666664
src\test\java\org\jfree\chart\renderer\xy\ClusteredXYBarRendererTest.java, ClusteredXYBarRendererTest, 153, 58, 0.3790849673202614, 8.0, 0.04738562091503268
src\test\java\org\jfree\chart\renderer\xy\DeviationRendererTest.java, DeviationRendererTest, 100, 49, 0.49, 6.0, 0.08166666666666667
src\test\java\org\jfree\chart\renderer\xy\DeviationStepRendererTest.java, DeviationStepRendererTest, 100, 25, 0.25, 6.0, 0.041666666666666664
src\test\java\org\jfree\chart\renderer\xy\GradientXYBarPainterTest.java, GradientXYBarPainterTest, 97, 46, 0.4742268041237113, 5.0, 0.09484536082474226
src\test\java\org\jfree\chart\renderer\xy\HighLowRendererTest.java, HighLowRendererTest, 157, 58, 0.36942675159235666, 7.0, 0.052775250227479524
src\test\java\org\jfree\chart\renderer\xy\RendererXYPackageUtils.java, RendererXYPackageUtils, 81, 43, 0.5308641975308642, 3.0, 0.17695473251028807
src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer2Test.java, StackedXYAreaRenderer2Test, 158, 57, 0.36075949367088606, 8.0, 0.04509493670886076
src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java, StackedXYAreaRendererTest, 201, 68, 0.3383084577114428, 9.0, 0.037589828634604756
src\test\java\org\jfree\chart\renderer\xy\StackedXYBarRendererTest.java, StackedXYBarRendererTest, 154, 56, 0.36363636363636365, 8.0, 0.045454545454545456
src\test\java\org\jfree\chart\renderer\xy\StandardXYBarPainterTest.java, StandardXYBarPainterTest, 87, 46, 0.5287356321839081, 5.0, 0.10574712643678161
src\test\java\org\jfree\chart\renderer\xy\StandardXYItemRendererTest.java, StandardXYItemRendererTest, 224, 59, 0.26339285714285715, 8.0, 0.032924107142857144
src\test\java\org\jfree\chart\renderer\xy\VectorRendererTest.java, VectorRendererTest, 102, 50, 0.49019607843137253, 6.0, 0.08169934640522876
src\test\java\org\jfree\chart\renderer\xy\WindItemRendererTest.java, WindItemRendererTest, 94, 48, 0.5106382978723404, 6.0, 0.0851063829787234
src\test\java\org\jfree\chart\renderer\xy\XYAreaRenderer2Test.java, XYAreaRenderer2Test, 179, 67, 0.3743016759776536, 8.0, 0.0467877094972067
src\test\java\org\jfree\chart\renderer\xy\XYAreaRendererTest.java, XYAreaRendererTest, 216, 66, 0.3055555555555556, 8.0, 0.03819444444444445
src\test\java\org\jfree\chart\renderer\xy\XYBarRendererTest.java, XYBarRendererTest, 321, 85, 0.26479750778816197, 12.0, 0.02206645898234683
src\test\java\org\jfree\chart\renderer\xy\XYBlockRendererTest.java, XYBlockRendererTest, 186, 67, 0.3602150537634409, 10.0, 0.03602150537634409
src\test\java\org\jfree\chart\renderer\xy\XYBoxAndWhiskerRendererTest.java, XYBoxAndWhiskerRendererTest, 150, 53, 0.35333333333333333, 7.0, 0.05047619047619047
src\test\java\org\jfree\chart\renderer\xy\XYBubbleRendererTest.java, XYBubbleRendererTest, 147, 52, 0.35374149659863946, 7.0, 0.05053449951409135
src\test\java\org\jfree\chart\renderer\xy\XYDifferenceRendererTest.java, XYDifferenceRendererTest, 180, 60, 0.3333333333333333, 8.0, 0.041666666666666664
src\test\java\org\jfree\chart\renderer\xy\XYDotRendererTest.java, XYDotRendererTest, 153, 53, 0.3464052287581699, 7.0, 0.04948646125116713
src\test\java\org\jfree\chart\renderer\xy\XYErrorRendererTest.java, XYErrorRendererTest, 167, 65, 0.38922155688622756, 10.0, 0.038922155688622756
src\test\java\org\jfree\chart\renderer\xy\XYLineAndShapeRendererTest.java, XYLineAndShapeRendererTest, 262, 61, 0.23282442748091603, 10.0, 0.023282442748091603
src\test\java\org\jfree\chart\renderer\xy\XYShapeRendererTest.java, XYShapeRendererTest, 159, 51, 0.32075471698113206, 6.0, 0.05345911949685534
src\test\java\org\jfree\chart\renderer\xy\XYSplineRendererTest.java, XYSplineRendererTest, 119, 48, 0.40336134453781514, 6.0, 0.06722689075630252
src\test\java\org\jfree\chart\renderer\xy\XYStepAreaRendererTest.java, XYStepAreaRendererTest, 157, 55, 0.3503184713375796, 7.0, 0.05004549590536851
src\test\java\org\jfree\chart\renderer\xy\XYStepRendererTest.java, XYStepRendererTest, 174, 67, 0.3850574712643678, 8.0, 0.048132183908045974
src\test\java\org\jfree\chart\renderer\xy\YIntervalRendererTest.java, YIntervalRendererTest, 212, 55, 0.25943396226415094, 7.0, 0.03706199460916442
src\test\java\org\jfree\chart\swing\ChartPanelTest.java, ChartPanelTest, 330, 109, 0.3303030303030303, 20.0, 0.016515151515151517
src\test\java\org\jfree\chart\swing\CrosshairOverlayTest.java, CrosshairOverlayTest, 87, 42, 0.4827586206896552, 4.0, 0.1206896551724138
src\test\java\org\jfree\chart\text\format\HMSNumberFormatTest.java, HMSNumberFormatTest, 53, 33, 0.6226415094339622, 2.0, 0.3113207547169811
src\test\java\org\jfree\chart\text\format\LogFormatTest.java, LogFormatTest, 103, 45, 0.4368932038834951, 5.0, 0.08737864077669902
src\test\java\org\jfree\chart\text\format\RelativeDateFormatTest.java, RelativeDateFormatTest, 191, 59, 0.3089005235602094, 9.0, 0.03432228039557882
src\test\java\org\jfree\chart\title\CompositeTitleTest.java, CompositeTitleTest, 140, 52, 0.37142857142857144, 6.0, 0.06190476190476191
src\test\java\org\jfree\chart\title\DateTitleTest.java, DateTitleTest, 105, 45, 0.42857142857142855, 5.0, 0.08571428571428572
src\test\java\org\jfree\chart\title\ImageTitleTest.java, ImageTitleTest, 119, 108, 0.907563025210084, 2.0, 0.453781512605042
src\test\java\org\jfree\chart\title\ShortTextTitleTest.java, ShortTextTitleTest, 90, 45, 0.5, 5.0, 0.1
src\test\java\org\jfree\chart\title\TextTitleTest.java, TextTitleTest, 137, 51, 0.3722627737226277, 5.0, 0.07445255474452554
src\test\java\org\jfree\chart\title\TitleTest.java, TitleTest, 84, 40, 0.47619047619047616, 3.0, 0.15873015873015872
src\test\java\org\jfree\chart\urls\CustomCategoryURLGeneratorTest.java, CustomCategoryURLGeneratorTest, 143, 54, 0.3776223776223776, 6.0, 0.06293706293706293
src\test\java\org\jfree\chart\urls\CustomPieURLGeneratorTest.java, CustomPieURLGeneratorTest, 103, 50, 0.4854368932038835, 5.0, 0.0970873786407767
src\test\java\org\jfree\chart\urls\CustomXYURLGeneratorTest.java, CustomXYURLGeneratorTest, 143, 54, 0.3776223776223776, 6.0, 0.06293706293706293
src\test\java\org\jfree\chart\urls\StandardCategoryURLGeneratorTest.java, StandardCategoryURLGeneratorTest, 106, 46, 0.4339622641509434, 5.0, 0.08679245283018869
src\test\java\org\jfree\chart\urls\StandardPieURLGeneratorTest.java, StandardPieURLGeneratorTest, 110, 46, 0.41818181818181815, 5.0, 0.08363636363636363
src\test\java\org\jfree\chart\urls\StandardXYURLGeneratorTest.java, StandardXYURLGeneratorTest, 64, 40, 0.625, 3.0, 0.20833333333333334
src\test\java\org\jfree\chart\urls\TimeSeriesURLGeneratorTest.java, TimeSeriesURLGeneratorTest, 116, 46, 0.39655172413793105, 5.0, 0.07931034482758621
src\test\java\org\jfree\data\ComparableObjectItemTest.java, ComparableObjectItemTest, 117, 56, 0.47863247863247865, 6.0, 0.07977207977207977
src\test\java\org\jfree\data\ComparableObjectSeriesTest.java, ComparableObjectSeriesTest, 184, 77, 0.41847826086956524, 7.0, 0.059782608695652176
src\test\java\org\jfree\data\DatasetChangeConfirmation.java, DatasetChangeConfirmation, 48, 33, 0.6875, 2.0, 0.34375
src\test\java\org\jfree\data\DataUtilsTest.java, DataUtilsTest, 213, 54, 0.2535211267605634, 8.0, 0.03169014084507042
src\test\java\org\jfree\data\DefaultKeyedValues2DTest.java, DefaultKeyedValues2DTest, 295, 80, 0.2711864406779661, 15.0, 0.01807909604519774
src\test\java\org\jfree\data\DefaultKeyedValuesTest.java, DefaultKeyedValuesTest, 428, 142, 0.3317757009345794, 19.0, 0.017461878996556813
src\test\java\org\jfree\data\DefaultKeyedValueTest.java, DefaultKeyedValueTest, 117, 52, 0.4444444444444444, 6.0, 0.07407407407407407
src\test\java\org\jfree\data\DomainOrderTest.java, DomainOrderTest, 83, 42, 0.5060240963855421, 4.0, 0.12650602409638553
src\test\java\org\jfree\data\KeyedObjects2DTest.java, KeyedObjects2DTest, 348, 80, 0.22988505747126436, 12.0, 0.019157088122605363
src\test\java\org\jfree\data\KeyedObjectsTest.java, KeyedObjectsTest, 313, 85, 0.2715654952076677, 11.0, 0.024687772291606156
src\test\java\org\jfree\data\KeyedObjectTest.java, KeyedObjectTest, 107, 49, 0.45794392523364486, 5.0, 0.09158878504672897
src\test\java\org\jfree\data\KeyToGroupMapTest.java, KeyToGroupMapTest, 211, 83, 0.3933649289099526, 9.0, 0.04370721432332807
src\test\java\org\jfree\data\RangeTest.java, RangeTest, 300, 82, 0.2733333333333333, 14.0, 0.019523809523809523
src\test\java\org\jfree\data\RangeTypeTest.java, RangeTypeTest, 83, 42, 0.5060240963855421, 4.0, 0.12650602409638553
src\test\java\org\jfree\data\category\CategoryToPieDatasetTest.java, CategoryToPieDatasetTest, 196, 81, 0.413265306122449, 7.0, 0.05903790087463557
src\test\java\org\jfree\data\category\DefaultCategoryDatasetTest.java, DefaultCategoryDatasetTest, 335, 92, 0.2746268656716418, 15.0, 0.018308457711442787
src\test\java\org\jfree\data\category\DefaultIntervalCategoryDatasetTest.java, DefaultIntervalCategoryDatasetTest, 418, 109, 0.2607655502392344, 21.0, 0.012417407154249258
src\test\java\org\jfree\data\category\SlidingCategoryDatasetTest.java, SlidingCategoryDatasetTest, 240, 63, 0.2625, 10.0, 0.026250000000000002
src\test\java\org\jfree\data\flow\DefaultFlowDatasetTest.java, DefaultFlowDatasetTest, 116, 54, 0.46551724137931033, 7.0, 0.0665024630541872
src\test\java\org\jfree\data\flow\FlowKeyTest.java, FlowKeyTest, 82, 42, 0.5121951219512195, 4.0, 0.12804878048780488
src\test\java\org\jfree\data\flow\NodeKeyTest.java, NodeKeyTest, 84, 44, 0.5238095238095238, 4.0, 0.13095238095238096
src\test\java\org\jfree\data\function\LineFunction2DTest.java, LineFunction2DTest, 87, 46, 0.5287356321839081, 5.0, 0.10574712643678161
src\test\java\org\jfree\data\function\NormalDistributionFunction2DTest.java, NormalDistributionFunction2DTest, 93, 46, 0.4946236559139785, 5.0, 0.0989247311827957
src\test\java\org\jfree\data\function\PolynomialFunction2DTest.java, PolynomialFunction2DTest, 122, 54, 0.4426229508196721, 7.0, 0.06323185011709602
src\test\java\org\jfree\data\function\PowerFunction2DTest.java, PowerFunction2DTest, 86, 46, 0.5348837209302325, 5.0, 0.1069767441860465
src\test\java\org\jfree\data\gantt\SlidingGanttCategoryDatasetTest.java, SlidingGanttCategoryDatasetTest, 160, 49, 0.30625, 7.0, 0.043750000000000004
src\test\java\org\jfree\data\gantt\TaskSeriesCollectionTest.java, TaskSeriesCollectionTest, 574, 143, 0.24912891986062718, 28.0, 0.008897461423593827
src\test\java\org\jfree\data\gantt\TaskSeriesTest.java, TaskSeriesTest, 108, 46, 0.42592592592592593, 5.0, 0.08518518518518518
src\test\java\org\jfree\data\gantt\TaskTest.java, TaskTest, 110, 45, 0.4090909090909091, 5.0, 0.08181818181818182
src\test\java\org\jfree\data\gantt\XYTaskDatasetTest.java, XYTaskDatasetTest, 121, 44, 0.36363636363636365, 4.0, 0.09090909090909091
src\test\java\org\jfree\data\general\DatasetUtilsTest.java, DatasetUtilsTest, 1341, 290, 0.2162565249813572, 66.0, 0.0032766140148690484
src\test\java\org\jfree\data\general\DefaultHeatMapDatasetTest.java, DefaultHeatMapDatasetTest, 165, 55, 0.3333333333333333, 6.0, 0.05555555555555555
src\test\java\org\jfree\data\general\DefaultKeyedValueDatasetTest.java, DefaultKeyedValueDatasetTest, 97, 47, 0.4845360824742268, 5.0, 0.09690721649484536
src\test\java\org\jfree\data\general\DefaultKeyedValues2DDatasetTest.java, DefaultKeyedValues2DDatasetTest, 74, 41, 0.5540540540540541, 3.0, 0.18468468468468469
src\test\java\org\jfree\data\general\DefaultKeyedValuesDatasetTest.java, DefaultKeyedValuesDatasetTest, 73, 40, 0.547945205479452, 3.0, 0.182648401826484
src\test\java\org\jfree\data\general\DefaultPieDatasetTest.java, DefaultPieDatasetTest, 159, 58, 0.36477987421383645, 8.0, 0.04559748427672956
src\test\java\org\jfree\data\general\IntervalDataItem.java, IntervalDataItem, 59, 34, 0.576271186440678, 5.0, 0.1152542372881356
src\test\java\org\jfree\data\general\TestIntervalCategoryDataset.java, TestIntervalCategoryDataset, 434, 242, 0.5576036866359447, 40.0, 0.013940092165898619
src\test\java\org\jfree\data\general\TestIntervalXYZDataset.java, TestIntervalXYZDataset, 133, 42, 0.3157894736842105, 21.0, 0.015037593984962405
src\test\java\org\jfree\data\statistics\BoxAndWhiskerCalculatorTest.java, BoxAndWhiskerCalculatorTest, 147, 49, 0.3333333333333333, 5.0, 0.06666666666666667
src\test\java\org\jfree\data\statistics\BoxAndWhiskerItemTest.java, BoxAndWhiskerItemTest, 68, 39, 0.5735294117647058, 3.0, 0.19117647058823528
src\test\java\org\jfree\data\statistics\DefaultBoxAndWhiskerCategoryDatasetTest.java, DefaultBoxAndWhiskerCategoryDatasetTest, 242, 65, 0.26859504132231404, 10.0, 0.026859504132231406
src\test\java\org\jfree\data\statistics\DefaultBoxAndWhiskerXYDatasetTest.java, DefaultBoxAndWhiskerXYDatasetTest, 156, 54, 0.34615384615384615, 7.0, 0.04945054945054945
src\test\java\org\jfree\data\statistics\DefaultMultiValueCategoryDatasetTest.java, DefaultMultiValueCategoryDatasetTest, 218, 69, 0.3165137614678899, 9.0, 0.035168195718654434
src\test\java\org\jfree\data\statistics\DefaultStatisticalCategoryDatasetTest.java, DefaultStatisticalCategoryDatasetTest, 238, 74, 0.31092436974789917, 12.0, 0.025910364145658265
src\test\java\org\jfree\data\statistics\HistogramBinTest.java, HistogramBinTest, 80, 42, 0.525, 4.0, 0.13125
src\test\java\org\jfree\data\statistics\HistogramDatasetTest.java, HistogramDatasetTest, 221, 75, 0.3393665158371041, 12.0, 0.02828054298642534
src\test\java\org\jfree\data\statistics\MeanAndStandardDeviationTest.java, MeanAndStandardDeviationTest, 79, 42, 0.5316455696202531, 4.0, 0.13291139240506328
src\test\java\org\jfree\data\statistics\RegressionTest.java, RegressionTest, 213, 74, 0.3474178403755869, 15.0, 0.02316118935837246
src\test\java\org\jfree\data\statistics\SimpleHistogramBinTest.java, SimpleHistogramBinTest, 143, 49, 0.34265734265734266, 6.0, 0.05710955710955711
src\test\java\org\jfree\data\statistics\SimpleHistogramDatasetTest.java, SimpleHistogramDatasetTest, 108, 49, 0.4537037037037037, 6.0, 0.07561728395061729
src\test\java\org\jfree\data\statistics\StatisticsTest.java, StatisticsTest, 397, 94, 0.2367758186397985, 13.0, 0.01821352451075373
src\test\java\org\jfree\data\time\DateRangeTest.java, DateRangeTest, 94, 46, 0.48936170212765956, 5.0, 0.09787234042553192
src\test\java\org\jfree\data\time\DayTest.java, DayTest, 510, 146, 0.28627450980392155, 36.0, 0.007952069716775598
src\test\java\org\jfree\data\time\FixedMillisecondTest.java, FixedMillisecondTest, 87, 46, 0.5287356321839081, 5.0, 0.10574712643678161
src\test\java\org\jfree\data\time\HourTest.java, HourTest, 463, 132, 0.28509719222462204, 32.0, 0.008909287257019439
src\test\java\org\jfree\data\time\MillisecondTest.java, MillisecondTest, 458, 120, 0.26200873362445415, 28.0, 0.009357454772301934
src\test\java\org\jfree\data\time\MinuteTest.java, MinuteTest, 438, 117, 0.2671232876712329, 28.0, 0.009540117416829747
src\test\java\org\jfree\data\time\MonthTest.java, MonthTest, 525, 158, 0.30095238095238097, 36.0, 0.00835978835978836
src\test\java\org\jfree\data\time\MovingAverageTest.java, MovingAverageTest, 89, 43, 0.48314606741573035, 3.0, 0.16104868913857678
src\test\java\org\jfree\data\time\QuarterTest.java, QuarterTest, 546, 182, 0.3333333333333333, 37.0, 0.009009009009009009
src\test\java\org\jfree\data\time\SecondTest.java, SecondTest, 430, 113, 0.2627906976744186, 27.0, 0.009732988802756245
src\test\java\org\jfree\data\time\SimpleTimePeriodTest.java, SimpleTimePeriodTest, 156, 56, 0.358974358974359, 8.0, 0.04487179487179487
src\test\java\org\jfree\data\time\TimePeriodAnchorTest.java, TimePeriodAnchorTest, 62, 39, 0.6290322580645161, 3.0, 0.20967741935483872
src\test\java\org\jfree\data\time\TimePeriodValuesCollectionTest.java, TimePeriodValuesCollectionTest, 176, 62, 0.3522727272727273, 7.0, 0.05032467532467533
src\test\java\org\jfree\data\time\TimePeriodValuesTest.java, TimePeriodValuesTest, 267, 90, 0.33707865168539325, 14.0, 0.02407704654895666
src\test\java\org\jfree\data\time\TimePeriodValueTest.java, TimePeriodValueTest, 81, 42, 0.5185185185185185, 5.0, 0.1037037037037037
src\test\java\org\jfree\data\time\TimeSeriesCollectionTest.java, TimeSeriesCollectionTest, 410, 103, 0.25121951219512195, 14.0, 0.01794425087108014
src\test\java\org\jfree\data\time\TimeSeriesDataItemTest.java, TimeSeriesDataItemTest, 85, 48, 0.5647058823529412, 4.0, 0.1411764705882353
src\test\java\org\jfree\data\time\TimeSeriesTest.java, TimeSeriesTest, 1005, 282, 0.28059701492537314, 45.0, 0.006235489220563848
src\test\java\org\jfree\data\time\TimeTableXYDatasetTest.java, TimeTableXYDatasetTest, 143, 53, 0.3706293706293706, 7.0, 0.052947052947052944
src\test\java\org\jfree\data\time\WeekTest.java, WeekTest, 639, 190, 0.297339593114241, 34.0, 0.008745282150418853
src\test\java\org\jfree\data\time\YearTest.java, YearTest, 465, 132, 0.2838709677419355, 32.0, 0.008870967741935484
src\test\java\org\jfree\data\time\ohlc\OHLCItemTest.java, OHLCItemTest, 126, 53, 0.42063492063492064, 6.0, 0.0701058201058201
src\test\java\org\jfree\data\time\ohlc\OHLCSeriesCollectionTest.java, OHLCSeriesCollectionTest, 215, 81, 0.3767441860465116, 10.0, 0.037674418604651164
src\test\java\org\jfree\data\time\ohlc\OHLCSeriesTest.java, OHLCSeriesTest, 226, 75, 0.33185840707964603, 13.0, 0.025527569775357386
src\test\java\org\jfree\data\time\ohlc\OHLCTest.java, OHLCTest, 98, 45, 0.45918367346938777, 5.0, 0.09183673469387756
src\test\java\org\jfree\data\xy\CategoryTableXYDatasetTest.java, CategoryTableXYDatasetTest, 162, 56, 0.345679012345679, 7.0, 0.04938271604938271
src\test\java\org\jfree\data\xy\DefaultHighLowDatasetTest.java, DefaultHighLowDatasetTest, 161, 45, 0.2795031055900621, 5.0, 0.05590062111801242
src\test\java\org\jfree\data\xy\DefaultIntervalXYDatasetTest.java, DefaultIntervalXYDatasetTest, 318, 112, 0.3522012578616352, 18.0, 0.019566736547868623
src\test\java\org\jfree\data\xy\DefaultOHLCDatasetTest.java, DefaultOHLCDatasetTest, 135, 52, 0.3851851851851852, 7.0, 0.05502645502645503
src\test\java\org\jfree\data\xy\DefaultTableXYDatasetTest.java, DefaultTableXYDatasetTest, 171, 55, 0.3216374269005848, 7.0, 0.04594820384294068
src\test\java\org\jfree\data\xy\DefaultWindDatasetTest.java, DefaultWindDatasetTest, 167, 88, 0.5269461077844312, 9.0, 0.058549567531603466
src\test\java\org\jfree\data\xy\DefaultXYDatasetTest.java, DefaultXYDatasetTest, 195, 84, 0.4307692307692308, 9.0, 0.04786324786324787
src\test\java\org\jfree\data\xy\DefaultXYZDatasetTest.java, DefaultXYZDatasetTest, 201, 84, 0.417910447761194, 9.0, 0.04643449419568822
src\test\java\org\jfree\data\xy\IntervalXYDelegateTest.java, IntervalXYDelegateTest, 103, 42, 0.4077669902912621, 4.0, 0.10194174757281553
src\test\java\org\jfree\data\xy\MatrixSeriesCollectionTest.java, MatrixSeriesCollectionTest, 103, 46, 0.44660194174757284, 5.0, 0.08932038834951457
src\test\java\org\jfree\data\xy\MatrixSeriesTest.java, MatrixSeriesTest, 144, 51, 0.3541666666666667, 7.0, 0.050595238095238096
src\test\java\org\jfree\data\xy\OHLCDataItemTest.java, OHLCDataItemTest, 74, 42, 0.5675675675675675, 4.0, 0.14189189189189189
src\test\java\org\jfree\data\xy\TableXYDatasetTest.java, TableXYDatasetTest, 235, 97, 0.4127659574468085, 14.0, 0.029483282674772036
src\test\java\org\jfree\data\xy\VectorDataItemTest.java, VectorDataItemTest, 104, 46, 0.4423076923076923, 5.0, 0.08846153846153845
src\test\java\org\jfree\data\xy\VectorSeriesCollectionTest.java, VectorSeriesCollectionTest, 125, 49, 0.392, 6.0, 0.06533333333333334
src\test\java\org\jfree\data\xy\VectorSeriesTest.java, VectorSeriesTest, 246, 81, 0.32926829268292684, 13.0, 0.025328330206378986
src\test\java\org\jfree\data\xy\VectorTest.java, VectorTest, 92, 46, 0.5, 5.0, 0.1
src\test\java\org\jfree\data\xy\XIntervalDataItemTest.java, XIntervalDataItemTest, 107, 49, 0.45794392523364486, 5.0, 0.09158878504672897
src\test\java\org\jfree\data\xy\XIntervalSeriesCollectionTest.java, XIntervalSeriesCollectionTest, 164, 60, 0.36585365853658536, 7.0, 0.05226480836236934
